txn_id,account_id,card_id,token_id,customer_id,merchant_id,descriptor,mcc,txn_type,billing_amount,billing_currency,txn_amount,txn_currency,fx_rate,auth_amount,auth_id,auth_code,auth_response_code,auth_timestamp_utc,txn_local_datetime,merchant_timezone,processing_date,posting_date,pos_entry_mode,card_present,channel,cof_type,eci,cavv_present,three_ds_status,three_ds_browser_ip,avs_result,cvv2_presence,cvv2_result,clearing_seq,clearing_count,arn,related_txn_id,fraud_reported_at,available_at
TXN-0000817,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE GROCERS WA,5411,purchase,162.67,USD,162.67,USD,,162.67,AUT-00000817,HGETQ5,00,2025-10-19T16:28:00Z,2025-10-19 09:28:00,America/Los_Angeles,2025-10-21,2025-10-21,07,true,in_store,none,,,,,,,,1,1,74415225294000000008179,,,2025-10-21T06:00:00Z
TXN-0000818,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00034,GREENBASKET MARKET WA,5411,purchase,140.93,USD,140.93,USD,,140.93,AUT-00000818,CZXBJU,00,2025-11-08T17:48:00Z,2025-11-08 09:48:00,America/Los_Angeles,2025-11-09,2025-11-09,05,true,in_store,none,,,,,,,,1,1,74415225313000000008184,,,2025-11-09T06:00:00Z
TXN-0000819,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE GROCERS WA,5411,purchase,69.85,USD,69.85,USD,,69.85,AUT-00000819,XKNMNJ,00,2025-12-13T15:05:00Z,2025-12-13 07:05:00,America/Los_Angeles,2025-12-15,2025-12-15,05,true,in_store,none,,,,,,,,1,1,74415225349000000008190,,,2025-12-15T06:00:00Z
TXN-0000820,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE GROCERS WA,5411,purchase,107.09,USD,107.09,USD,,107.09,AUT-00000820,0HG41K,00,2026-01-07T03:06:00Z,2026-01-06 19:06:00,America/Los_Angeles,2026-01-07,2026-01-07,05,true,in_store,none,,,,,,,,1,1,74415226007000000008209,,,2026-01-07T06:00:00Z
TXN-0000821,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE GROCERS WA,5411,purchase,40.42,USD,40.42,USD,,40.42,AUT-00000821,REBHKX,00,2026-02-07T15:59:00Z,2026-02-07 07:59:00,America/Los_Angeles,2026-02-08,2026-02-08,07,true,in_store,none,,,,,,,,1,1,74415226039000000008219,,,2026-02-08T06:00:00Z
TXN-0000822,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE*SEATTL,5411,purchase,40.36,USD,40.36,USD,,40.36,AUT-00000822,BVZRLQ,00,2026-03-27T14:06:00Z,2026-03-27 07:06:00,America/Los_Angeles,2026-03-30,2026-03-30,07,true,in_store,none,,,,,,,,1,1,74415226089000000008226,,,2026-03-30T06:00:00Z
TXN-0000823,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00034,GREENBASKET MARKET WA,5411,purchase,18.05,USD,18.05,USD,,18.05,AUT-00000823,GD09RR,00,2026-04-03T22:25:00Z,2026-04-03 15:25:00,America/Los_Angeles,2026-04-04,2026-04-04,07,true,in_store,none,,,,,,,,1,1,74415226094000000008237,,,2026-04-04T06:00:00Z
TXN-0000824,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00034,GREENBASKET MARKET WA,5411,purchase,20.40,USD,20.40,USD,,20.40,AUT-00000824,BZMYJ3,00,2026-05-11T16:21:00Z,2026-05-11 09:21:00,America/Los_Angeles,2026-05-12,2026-05-12,07,true,in_store,none,,,,,,,,1,1,74415226132000000008249,,,2026-05-12T06:00:00Z
TXN-0000825,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE*SEATTL,5411,purchase,47.94,USD,47.94,USD,,47.94,AUT-00000825,S383RL,00,2026-06-11T23:55:00Z,2026-06-11 16:55:00,America/Los_Angeles,2026-06-12,2026-06-12,07,true,in_store,none,,,,,,,,1,1,74415226163000000008258,,,2026-06-12T06:00:00Z
TXN-0000826,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00035,HEARTHSIDE*SEATTL,5411,purchase,35.04,USD,35.04,USD,,35.04,AUT-00000826,X64UP7,00,2026-07-11T14:53:00Z,2026-07-11 07:53:00,America/Los_Angeles,2026-07-12,2026-07-12,05,true,in_store,none,,,,,,,,1,1,74415226193000000008260,,,2026-07-12T06:00:00Z
TXN-0000827,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00034,GREENBASKET MARKET WA,5411,purchase,58.10,USD,58.10,USD,,58.10,AUT-00000827,1BXC6Y,00,2026-08-02T01:42:00Z,2026-08-01 18:42:00,America/Los_Angeles,2026-08-03,2026-08-03,05,true,in_store,none,,,,,,,,1,1,74415226215000000008272,,,2026-08-03T06:00:00Z
TXN-0000828,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00034,GREENBASKET MARKET WA,5411,purchase,42.11,USD,42.11,USD,,42.11,AUT-00000828,WQH856,00,2026-09-21T14:09:00Z,2026-09-21 07:09:00,America/Los_Angeles,2026-09-22,2026-09-22,05,true,in_store,none,,,,,,,,1,1,74415226265000000008289,,,2026-09-22T06:00:00Z
TXN-0000829,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00034,GREENBASKET MARKET WA,5411,purchase,42.10,USD,42.10,USD,,42.10,AUT-00000829,GWMSDS,00,2026-10-06T22:41:00Z,2026-10-06 15:41:00,America/Los_Angeles,2026-10-07,2026-10-07,05,true,in_store,none,,,,,,,,1,1,74415226280000000008298,,,2026-10-07T06:00:00Z
TXN-0000830,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00071,LANTERN ROW KITCHE WA,5812,purchase,73.76,USD,73.76,USD,,73.76,AUT-00000830,7AZLQN,00,2025-11-21T16:41:00Z,2025-11-21 08:41:00,America/Los_Angeles,2025-11-23,2025-11-23,05,true,in_store,none,,,,,,,,1,1,74418085327000000008308,,,2025-11-23T06:00:00Z
TXN-0000831,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00070,COPPER KETTLE BIST WA,5812,purchase,64.38,USD,64.38,USD,,64.38,AUT-00000831,5V9MF5,00,2026-01-28T02:22:00Z,2026-01-27 18:22:00,America/Los_Angeles,2026-01-28,2026-01-28,07,true,in_store,none,,,,,,,,1,1,74415226028000000008311,,,2026-01-28T06:00:00Z
TXN-0000832,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00071,LANTERN ROW KITCHE WA,5812,purchase,44.62,USD,44.62,USD,,44.62,AUT-00000832,PDSNFN,00,2026-04-28T23:11:00Z,2026-04-28 16:11:00,America/Los_Angeles,2026-04-29,2026-04-29,05,true,in_store,none,,,,,,,,1,1,74418086119000000008324,,,2026-04-29T06:00:00Z
TXN-0000833,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00071,LANTERN ROW KITCHE WA,5812,purchase,104.23,USD,104.23,USD,,104.23,AUT-00000833,28R85P,00,2026-07-26T04:13:00Z,2026-07-25 21:13:00,America/Los_Angeles,2026-07-27,2026-07-27,05,true,in_store,none,,,,,,,,1,1,74418086208000000008334,,,2026-07-27T06:00:00Z
TXN-0000834,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00071,LANTERN ROW KITCHE WA,5812,purchase,114.15,USD,114.15,USD,,114.15,AUT-00000834,DA9AV4,00,2026-08-29T04:08:00Z,2026-08-28 21:08:00,America/Los_Angeles,2026-08-30,2026-08-30,07,true,in_store,none,,,,,,,,1,1,74418086242000000008340,,,2026-08-30T06:00:00Z
TXN-0000835,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00071,LANTERN ROW KITCHE WA,5812,purchase,69.14,USD,69.14,USD,,69.14,AUT-00000835,N39EQM,00,2026-10-02T19:47:00Z,2026-10-02 12:47:00,America/Los_Angeles,2026-10-04,2026-10-04,07,true,in_store,none,,,,,,,,1,1,74418086277000000008355,,,2026-10-04T06:00:00Z
TXN-0000836,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00095,BRISK BURGER WA,5814,purchase,10.11,USD,10.11,USD,,10.11,AUT-00000836,QW6MDT,00,2025-11-14T23:30:00Z,2025-11-14 15:30:00,America/Los_Angeles,2025-11-15,2025-11-15,07,true,in_store,none,,,,,,,,1,1,74419145319000000008366,,,2025-11-15T06:00:00Z
TXN-0000837,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00095,BRISK BURGER WA,5814,purchase,9.08,USD,9.08,USD,,9.08,AUT-00000837,5RHAYJ,00,2025-12-09T15:42:00Z,2025-12-09 07:42:00,America/Los_Angeles,2025-12-10,2025-12-10,07,true,in_store,none,,,,,,,,1,1,74419145344000000008373,,,2025-12-10T06:00:00Z
TXN-0000838,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00095,BRISK BURGER WA,5814,purchase,23.95,USD,23.95,USD,,23.95,AUT-00000838,B9K7RA,00,2026-06-11T17:22:00Z,2026-06-11 10:22:00,America/Los_Angeles,2026-06-12,2026-06-12,90,true,in_store,none,,,,,,,,1,1,74419146163000000008387,,,2026-06-12T06:00:00Z
TXN-0000839,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00095,BRISK BURGER WA,5814,purchase,8.31,USD,8.31,USD,,8.31,AUT-00000839,A1GBC0,00,2026-07-13T22:49:00Z,2026-07-13 15:49:00,America/Los_Angeles,2026-07-14,2026-07-14,07,true,in_store,none,,,,,,,,1,1,74419146195000000008397,,,2026-07-14T06:00:00Z
TXN-0000840,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00095,BRISK BURGER WA,5814,purchase,19.64,USD,19.64,USD,,19.64,AUT-00000840,UEXK30,00,2026-10-09T00:19:00Z,2026-10-08 17:19:00,America/Los_Angeles,2026-10-09,2026-10-09,05,true,in_store,none,,,,,,,,1,1,74419146282000000008409,,,2026-10-09T06:00:00Z
TXN-0000841,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00119,PINEGROVE FUEL #26 WA,5542,purchase,38.89,USD,38.89,USD,,38.89,AUT-00000841,U018K3,00,2025-11-06T16:13:00Z,2025-11-06 08:13:00,America/Los_Angeles,2025-11-07,2025-11-07,07,true,in_store,none,,,,,,,,1,1,74414175311000000008416,,,2025-11-07T06:00:00Z
TXN-0000842,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00119,PINEGROVE FUEL #26 WA,5542,purchase,52.13,USD,52.13,USD,,52.13,AUT-00000842,LTCFMZ,00,2025-12-03T17:35:00Z,2025-12-03 09:35:00,America/Los_Angeles,2025-12-04,2025-12-04,07,true,in_store,none,,,,,,,,1,1,74414175338000000008423,,,2025-12-04T06:00:00Z
TXN-0000843,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00120,NORTHSTAR GAS #39 WA,5542,purchase,46.36,USD,46.36,USD,,46.36,AUT-00000843,BBFW35,00,2026-01-16T04:16:00Z,2026-01-15 20:16:00,America/Los_Angeles,2026-01-16,2026-01-16,05,true,in_store,none,,,,,,,,1,1,74412016016000000008438,,,2026-01-16T06:00:00Z
TXN-0000844,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00119,PINEGROVE FUEL #26 WA,5542,purchase,58.20,USD,58.20,USD,,58.20,AUT-00000844,21XFNQ,00,2026-05-25T00:08:00Z,2026-05-24 17:08:00,America/Los_Angeles,2026-05-27,2026-05-27,07,true,in_store,none,,,,,,,,1,1,74414176147000000008448,,,2026-05-27T06:00:00Z
TXN-0000845,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00119,PINEGROVE FUEL #26 WA,5542,purchase,38.88,USD,38.88,USD,,38.88,AUT-00000845,1SZ1Q1,00,2026-06-11T15:09:00Z,2026-06-11 08:09:00,America/Los_Angeles,2026-06-12,2026-06-12,07,true,in_store,none,,,,,,,,1,1,74414176163000000008454,,,2026-06-12T06:00:00Z
TXN-0000846,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00120,NORTHSTAR GAS #39 WA,5542,purchase,75.38,USD,75.38,USD,,75.38,AUT-00000846,HWTXHF,00,2026-07-15T14:26:00Z,2026-07-15 07:26:00,America/Los_Angeles,2026-07-16,2026-07-16,07,true,in_store,none,,,,,,,,1,1,74412016197000000008462,,,2026-07-16T06:00:00Z
TXN-0000847,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00119,PINEGROVE FUEL #26 WA,5542,purchase,27.20,USD,27.20,USD,,27.20,AUT-00000847,FDND5A,00,2026-09-28T19:37:00Z,2026-09-28 12:37:00,America/Los_Angeles,2026-09-29,2026-09-29,05,true,in_store,none,,,,,,,,1,1,74414176272000000008478,,,2026-09-29T06:00:00Z
TXN-0000848,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00132,WELLSPRING PHARMAC WA,5912,purchase,31.11,USD,31.11,USD,,31.11,AUT-00000848,BA8J7E,00,2026-02-08T18:20:00Z,2026-02-08 10:20:00,America/Los_Angeles,2026-02-09,2026-02-09,05,true,in_store,none,,,,,,,,1,1,74414176040000000008487,,,2026-02-09T06:00:00Z
TXN-0000849,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00132,WELLSPRING PHARMAC WA,5912,purchase,27.84,USD,27.84,USD,,27.84,AUT-00000849,SJU6E0,00,2026-05-08T04:08:00Z,2026-05-07 21:08:00,America/Los_Angeles,2026-05-08,2026-05-08,05,true,in_store,none,,,,,,,,1,1,74414176128000000008490,,,2026-05-08T06:00:00Z
TXN-0000850,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00132,WELLSPRING PHARMAC WA,5912,purchase,45.50,USD,45.50,USD,,45.50,AUT-00000850,KSM1R1,00,2026-07-27T02:06:00Z,2026-07-26 19:06:00,America/Los_Angeles,2026-07-28,2026-07-28,05,true,in_store,none,,,,,,,,1,1,74414176209000000008500,,,2026-07-28T06:00:00Z
TXN-0000851,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00204,FOXGLOVE & FINCH WA,5311,purchase,144.55,USD,144.55,USD,,144.55,AUT-00000851,88JS2U,00,2026-06-17T17:05:00Z,2026-06-17 10:05:00,America/Los_Angeles,2026-06-18,2026-06-18,05,true,in_store,none,,,,,,,,1,1,74415226169000000008518,,,2026-06-18T06:00:00Z
TXN-0000852,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00158,NOOKERY,5999,purchase,125.03,USD,125.03,USD,,125.03,AUT-00000852,A6ESE6,00,2026-02-04T01:39:00Z,2026-02-03 20:39:00,America/New_York,2026-02-04,2026-02-04,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74417336035000000008523,,,2026-02-04T06:00:00Z
TXN-0000853,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00160,FERNTREE SUPPLY,5999,purchase,120.79,USD,120.79,USD,,120.79,AUT-00000853,S6MCV0,00,2026-03-19T18:51:00Z,2026-03-19 14:51:00,America/New_York,2026-03-20,2026-03-20,01,false,ecommerce,none,07,false,,,U,1,M,1,1,74415226079000000008533,,,2026-03-20T06:00:00Z
TXN-0000854,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00158,NOOKERY,5999,purchase,69.39,USD,69.39,USD,,69.39,AUT-00000854,H2BHE5,00,2026-04-23T15:31:00Z,2026-04-23 11:31:00,America/New_York,2026-04-24,2026-04-24,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74417336114000000008543,,,2026-04-24T06:00:00Z
TXN-0000855,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00160,FERNTREE SUPPLY,5999,purchase,138.43,USD,138.43,USD,,138.43,AUT-00000855,TSMK4T,00,2026-08-16T23:57:00Z,2026-08-16 19:57:00,America/New_York,2026-08-19,2026-08-19,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74415226231000000008553,,,2026-08-19T06:00:00Z
TXN-0000856,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00162,CIRCUITRY LOFT,5732,purchase,369.08,USD,369.08,USD,,369.08,AUT-00000856,BP9ZB5,00,2026-05-06T04:09:00Z,2026-05-05 21:09:00,America/Los_Angeles,2026-05-06,2026-05-06,01,false,ecommerce,none,07,false,,,Y,1,M,1,1,74412016126000000008567,,,2026-05-06T06:00:00Z
TXN-0000857,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00167,NORTHWEAVE,5651,purchase,83.17,USD,83.17,USD,,83.17,AUT-00000857,WF5W5L,00,2025-12-11T14:50:00Z,2025-12-11 09:50:00,America/New_York,2025-12-12,2025-12-12,01,false,ecommerce,none,07,false,,,Y,1,M,1,1,74416905346000000008579,,,2025-12-12T06:00:00Z
TXN-0000858,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00170,HEARTH & HOLLOW,5719,purchase,71.36,USD,71.36,USD,,71.36,AUT-00000858,3V4RLK,00,2026-08-06T21:38:00Z,2026-08-06 14:38:00,America/Los_Angeles,2026-08-07,2026-08-07,01,false,ecommerce,none,07,false,,,Y,1,M,1,1,74418086219000000008588,,,2026-08-07T06:00:00Z
TXN-0000859,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00176,CINDERBOX GAMES,5816,purchase,38.37,USD,38.37,USD,,38.37,AUT-00000859,BU9T94,00,2025-11-16T13:10:00Z,2025-11-16 07:10:00,America/Chicago,2025-11-17,2025-11-17,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74412015321000000008596,,,2025-11-17T06:00:00Z
TXN-0000860,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00175,VOIDLINE MEDIA,5816,purchase,52.98,USD,52.98,USD,,52.98,AUT-00000860,LGMNW8,00,2026-09-15T15:33:00Z,2026-09-15 11:33:00,America/New_York,2026-09-16,2026-09-16,01,false,ecommerce,none,05,true,Y,,Y,1,M,1,1,74419146259000000008606,,,2026-09-16T06:00:00Z
TXN-0000861,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00186,RIDEHOP,4121,purchase,36.47,USD,36.47,USD,,36.47,AUT-00000861,DEYFL1,00,2026-03-01T04:00:00Z,2026-02-28 21:00:00,America/Denver,2026-03-03,2026-03-03,10,false,in_store,none,,,,,,,,1,1,74417336062000000008610,,,2026-03-03T06:00:00Z
TXN-0000862,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00186,RIDEHOP,4121,purchase,26.35,USD,26.35,USD,,26.35,AUT-00000862,N8EQYZ,00,2026-04-07T15:31:00Z,2026-04-07 09:31:00,America/Denver,2026-04-08,2026-04-08,10,false,in_store,none,,,,,,,,1,1,74417336098000000008626,,,2026-04-08T06:00:00Z
TXN-0000863,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00186,RIDEHOP,4121,purchase,34.61,USD,34.61,USD,,34.61,AUT-00000863,AYYWPW,00,2026-09-14T17:00:00Z,2026-09-14 11:00:00,America/Denver,2026-09-15,2026-09-15,10,false,in_store,none,,,,,,,,1,1,74417336258000000008630,,,2026-09-15T06:00:00Z
TXN-0000864,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000864,88TNSE,00,2025-10-02T10:15:00Z,2025-10-02 03:15:00,America/Los_Angeles,2025-10-03,2025-10-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413055276000000008646,,,2025-10-03T06:00:00Z
TXN-0000865,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000865,RZA14J,00,2025-11-02T11:15:00Z,2025-11-02 03:15:00,America/Los_Angeles,2025-11-03,2025-11-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413055307000000008656,,,2025-11-03T06:00:00Z
TXN-0000866,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000866,7BM9YH,00,2025-12-02T11:15:00Z,2025-12-02 03:15:00,America/Los_Angeles,2025-12-03,2025-12-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413055337000000008668,,,2025-12-03T06:00:00Z
TXN-0000867,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000867,K5V9T7,00,2026-01-02T11:15:00Z,2026-01-02 03:15:00,America/Los_Angeles,2026-01-05,2026-01-05,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056005000000008675,,,2026-01-05T06:00:00Z
TXN-0000868,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000868,EC5WDV,00,2026-02-02T11:15:00Z,2026-02-02 03:15:00,America/Los_Angeles,2026-02-03,2026-02-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056034000000008688,,,2026-02-03T06:00:00Z
TXN-0000869,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000869,6ZZX1Y,00,2026-03-02T11:15:00Z,2026-03-02 03:15:00,America/Los_Angeles,2026-03-03,2026-03-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056062000000008691,,,2026-03-03T06:00:00Z
TXN-0000870,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000870,9VDBZ3,00,2026-04-02T10:15:00Z,2026-04-02 03:15:00,America/Los_Angeles,2026-04-03,2026-04-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056093000000008702,,,2026-04-03T06:00:00Z
TXN-0000871,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000871,96RMU3,00,2026-05-02T10:15:00Z,2026-05-02 03:15:00,America/Los_Angeles,2026-05-04,2026-05-04,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056124000000008713,,,2026-05-04T06:00:00Z
TXN-0000872,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000872,0K4RX0,00,2026-06-02T10:15:00Z,2026-06-02 03:15:00,America/Los_Angeles,2026-06-03,2026-06-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056154000000008724,,,2026-06-03T06:00:00Z
TXN-0000873,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000873,DVUCHG,00,2026-07-02T10:15:00Z,2026-07-02 03:15:00,America/Los_Angeles,2026-07-03,2026-07-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056184000000008736,,,2026-07-03T06:00:00Z
TXN-0000874,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000874,1P6SAJ,00,2026-08-02T10:15:00Z,2026-08-02 03:15:00,America/Los_Angeles,2026-08-03,2026-08-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056215000000008747,,,2026-08-03T06:00:00Z
TXN-0000875,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000875,DE3PJS,00,2026-09-02T10:15:00Z,2026-09-02 03:15:00,America/Los_Angeles,2026-09-03,2026-09-03,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056246000000008757,,,2026-09-03T06:00:00Z
TXN-0000876,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00181,SONORA AUDIO,4899,purchase,22.99,USD,22.99,USD,,22.99,AUT-00000876,99JY1X,00,2026-10-02T10:15:00Z,2026-10-02 03:15:00,America/Los_Angeles,2026-10-05,2026-10-05,10,false,recurring,mit_recurring,07,,,,,,,1,1,74413056278000000008766,,,2026-10-05T06:00:00Z
TXN-0000877,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000877,CK2000,00,2025-10-13T10:15:00Z,2025-10-13 03:15:00,America/Los_Angeles,2025-10-14,2025-10-14,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414175287000000008770,,,2025-10-14T06:00:00Z
TXN-0000878,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000878,EARU3V,00,2025-11-13T11:15:00Z,2025-11-13 03:15:00,America/Los_Angeles,2025-11-14,2025-11-14,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414175318000000008781,,,2025-11-14T06:00:00Z
TXN-0000879,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000879,90DTMU,00,2025-12-13T11:15:00Z,2025-12-13 03:15:00,America/Los_Angeles,2025-12-15,2025-12-15,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414175349000000008792,,,2025-12-15T06:00:00Z
TXN-0000880,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000880,PC3A58,00,2026-01-13T11:15:00Z,2026-01-13 03:15:00,America/Los_Angeles,2026-01-14,2026-01-14,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414176014000000008802,,,2026-01-14T06:00:00Z
TXN-0000881,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000881,BLJYCG,00,2026-02-13T11:15:00Z,2026-02-13 03:15:00,America/Los_Angeles,2026-02-16,2026-02-16,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414176047000000008811,,,2026-02-16T06:00:00Z
TXN-0000882,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000882,UGD8U0,00,2026-03-13T10:15:00Z,2026-03-13 03:15:00,America/Los_Angeles,2026-03-14,2026-03-14,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414176073000000008826,,,2026-03-14T06:00:00Z
TXN-0000883,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000883,URNBMY,00,2026-04-13T10:15:00Z,2026-04-13 03:15:00,America/Los_Angeles,2026-04-14,2026-04-14,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414176104000000008837,,,2026-04-14T06:00:00Z
TXN-0000884,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000884,YT5Q7G,00,2026-05-13T10:15:00Z,2026-05-13 03:15:00,America/Los_Angeles,2026-05-14,2026-05-14,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414176134000000008849,,,2026-05-14T06:00:00Z
TXN-0000885,ACC-CR-00014,CRD-000018,,CUS-00016,MER-00185,RELAYWAVE MOBILE,4814,purchase,85.00,USD,85.00,USD,,85.00,AUT-00000885,6KZ08K,00,2026-06-13T10:15:00Z,2026-06-13 03:15:00,America/Los_Angeles,2026-06-16,2026-06-16,10,false,recurring,mit_recurring,07,,,,,,,1,1,74414176167000000008856,,,2026-06-16T06:00:00Z
