card_id,account_id,customer_id,role,network,bin,pan_masked,last4,expiry,status,issued_at,closed_at,replaced_card_id
CRD-000238,ACC-CR-00178,CUS-00209,primary,VISA,400012,400012******6945,6945,12/29,active,2021-05-06,,
CRD-000239,ACC-CR-00179,CUS-00210,primary,VISA,400012,400012******7101,7101,08/29,active,2010-07-20,,
CRD-000240,ACC-CR-00180,CUS-00211,primary,VISA,400012,400012******3439,3439,05/28,active,2013-12-02,,
CRD-000241,ACC-DDA-00042,CUS-00211,primary,VISA,400034,400034******5435,5435,01/27,active,2013-12-02,,
CRD-000242,ACC-CR-00181,CUS-00212,primary,VISA,400012,400012******4826,4826,12/28,active,2026-06-28,,
CRD-000243,ACC-CR-00182,CUS-00213,primary,VISA,400012,400012******7593,7593,05/30,active,2012-09-03,,
CRD-000244,ACC-CR-00183,CUS-00214,primary,VISA,400012,400012******7549,7549,12/29,active,2010-12-09,,
CRD-000245,ACC-CR-00184,CUS-00215,primary,VISA,400012,400012******1937,1937,12/29,active,2017-07-26,,
CRD-000246,ACC-CR-00185,CUS-00216,primary,VISA,400012,400012******9725,9725,11/28,active,2021-02-21,,
CRD-000247,ACC-DDA-00043,CUS-00216,primary,VISA,400034,400034******9720,9720,10/28,active,2021-02-21,,
CRD-000248,ACC-DDA-00044,CUS-00217,primary,VISA,400034,400034******3339,3339,06/29,active,2010-10-20,,
CRD-000249,ACC-CR-00186,CUS-00218,primary,VISA,400012,400012******6408,6408,09/29,active,2024-06-14,,
CRD-000250,ACC-DDA-00045,CUS-00218,primary,VISA,400034,400034******6263,6263,02/30,active,2024-06-14,,
CRD-000251,ACC-CR-00187,CUS-00219,primary,VISA,400012,400012******3574,3574,09/30,active,2013-08-01,,
CRD-000252,ACC-CR-00188,CUS-00220,primary,VISA,400012,400012******5844,5844,08/27,active,2022-02-23,,
CRD-000253,ACC-CR-00189,CUS-00221,primary,VISA,400012,400012******4956,4956,02/28,active,2025-02-05,,
CRD-000254,ACC-DDA-00046,CUS-00221,primary,VISA,400034,400034******1531,1531,04/29,active,2025-02-05,,
CRD-000255,ACC-CR-00190,CUS-00222,primary,VISA,400012,400012******1699,1699,08/29,active,2026-06-16,,
CRD-000256,ACC-DDA-00047,CUS-00223,primary,VISA,400034,400034******5813,5813,07/30,active,2011-10-20,,
CRD-000257,ACC-CR-00191,CUS-00224,primary,VISA,400012,400012******2826,2826,06/30,active,2026-06-21,,
CRD-000258,ACC-CR-00192,CUS-00225,primary,VISA,400012,400012******4767,4767,02/29,active,2013-05-07,,
CRD-000259,ACC-CR-00193,CUS-00226,primary,VISA,400012,400012******6246,6246,08/29,active,2025-07-28,,
CRD-000260,ACC-CR-00194,CUS-00227,primary,VISA,400012,400012******9156,9156,01/27,active,2018-05-09,,
CRD-000261,ACC-CR-00195,CUS-00228,primary,VISA,400012,400012******1200,1200,11/30,active,2022-11-05,,
CRD-000262,ACC-CR-00196,CUS-00229,primary,VISA,400012,400012******2406,2406,04/27,active,2021-11-12,,
CRD-000263,ACC-CR-00197,CUS-00230,primary,VISA,400012,400012******8401,8401,06/29,active,2019-02-09,,
CRD-000264,ACC-CR-00198,CUS-00231,primary,VISA,400012,400012******7744,7744,09/27,active,2025-09-14,,
CRD-000265,ACC-CR-00199,CUS-00232,primary,VISA,400012,400012******3454,3454,11/29,active,2016-12-21,,
CRD-000266,ACC-DDA-00048,CUS-00232,primary,VISA,400034,400034******7554,7554,08/29,active,2016-12-21,,
CRD-000267,ACC-CR-00200,CUS-00233,primary,VISA,400012,400012******2619,2619,02/30,active,2022-08-05,,
CRD-000268,ACC-DDA-00049,CUS-00233,primary,VISA,400034,400034******3166,3166,02/27,active,2022-08-05,,
CRD-000269,ACC-CR-00201,CUS-00234,primary,VISA,400012,400012******8496,8496,01/29,active,2026-06-23,,
CRD-000270,ACC-CR-00202,CUS-00235,primary,VISA,400012,400012******3964,3964,09/27,active,2017-09-27,,
CRD-000271,ACC-CR-00203,CUS-00236,primary,VISA,400012,400012******4774,4774,10/30,active,2022-08-01,,
CRD-000272,ACC-CR-00204,CUS-00237,primary,VISA,400012,400012******8530,8530,05/30,active,2025-04-22,,
CRD-000273,ACC-CR-00205,CUS-00238,primary,VISA,400012,400012******0256,0256,05/29,active,2020-07-19,,
CRD-000274,ACC-DDA-00050,CUS-00239,primary,VISA,400034,400034******5066,5066,11/29,active,2008-05-17,,
CRD-000275,ACC-DDA-00051,CUS-00240,primary,VISA,400034,400034******0460,0460,10/27,active,2014-09-09,,
CRD-000276,ACC-DDA-00052,CUS-00241,primary,VISA,400034,400034******2760,2760,06/30,active,2023-09-28,,
CRD-000277,ACC-DDA-00053,CUS-00242,primary,VISA,400034,400034******4400,4400,11/28,active,2014-03-27,,
CRD-000278,ACC-CR-00206,CUS-00243,primary,VISA,400012,400012******7348,7348,04/30,active,2017-06-12,,
CRD-000279,ACC-CR-00207,CUS-00244,primary,VISA,400012,400012******3642,3642,11/29,active,2021-12-22,,
CRD-000280,ACC-CR-00208,CUS-00245,primary,VISA,400012,400012******5678,5678,10/28,active,2018-03-28,,
CRD-000281,ACC-CR-00209,CUS-00246,primary,VISA,400012,400012******3890,3890,08/29,active,2013-11-02,,
CRD-000282,ACC-DDA-00054,CUS-00246,primary,VISA,400034,400034******2819,2819,02/30,active,2013-11-02,,
CRD-000283,ACC-CR-00210,CUS-00247,primary,VISA,400012,400012******6876,6876,03/27,active,2017-10-08,,
CRD-000284,ACC-CR-00211,CUS-00248,primary,VISA,400012,400012******8263,8263,02/30,active,2018-02-14,,
CRD-000285,ACC-CR-00211,CUS-00249,authorized_user,VISA,400012,400012******6740,6740,05/30,active,2018-05-31,,
CRD-000286,ACC-CR-00212,CUS-00250,primary,VISA,400012,400012******4387,4387,08/29,active,2022-10-08,,
CRD-000287,ACC-CR-00213,CUS-00251,primary,VISA,400012,400012******3355,3355,12/28,active,2026-06-01,,
CRD-000288,ACC-CR-00214,CUS-00252,primary,VISA,400012,400012******7352,7352,09/29,active,2023-02-13,,
CRD-000289,ACC-CR-00215,CUS-00253,primary,VISA,400012,400012******1598,1598,05/30,active,2017-12-02,,
CRD-000290,ACC-CR-00216,CUS-00254,primary,VISA,400012,400012******9700,9700,06/28,active,2025-06-07,,
CRD-000291,ACC-CR-00217,CUS-00255,primary,VISA,400012,400012******3154,3154,08/30,active,2016-05-15,,
CRD-000292,ACC-CR-00218,CUS-00256,primary,VISA,400012,400012******5078,5078,05/29,active,2011-10-02,,
CRD-000293,ACC-CR-00219,CUS-00257,primary,VISA,400012,400012******9106,9106,01/27,active,2020-12-11,,
CRD-000294,ACC-CR-00220,CUS-00258,primary,VISA,400012,400012******9996,9996,02/30,active,2012-04-13,,
CRD-000295,ACC-CR-00221,CUS-00259,primary,VISA,400012,400012******8980,8980,11/29,active,2022-04-09,,
CRD-000296,ACC-CR-00222,CUS-00260,primary,VISA,400012,400012******9516,9516,01/27,active,2026-06-08,,
CRD-000297,ACC-CR-00223,CUS-00261,primary,VISA,400012,400012******5644,5644,07/30,active,2026-06-16,,
CRD-000298,ACC-CR-00224,CUS-00262,primary,VISA,400012,400012******9652,9652,03/27,active,2017-07-20,,
CRD-000299,ACC-CR-00225,CUS-00263,primary,VISA,400012,400012******6286,6286,10/29,active,2012-08-17,,
CRD-000300,ACC-CR-00226,CUS-00264,primary,VISA,400012,400012******0817,0817,03/28,active,2018-02-14,,
CRD-000301,ACC-CR-00226,CUS-00265,authorized_user,VISA,400012,400012******1896,1896,02/29,active,2020-05-28,,
CRD-000302,ACC-CR-00227,CUS-00266,primary,VISA,400012,400012******3423,3423,10/28,active,2022-06-10,,
CRD-000303,ACC-CR-00228,CUS-00267,primary,VISA,400012,400012******7662,7662,09/30,active,2019-01-18,,
CRD-000304,ACC-CR-00229,CUS-00268,primary,VISA,400012,400012******6215,6215,02/29,active,2023-03-17,,
CRD-000305,ACC-CR-00230,CUS-00269,primary,VISA,400012,400012******6002,6002,03/30,active,2008-05-03,,
CRD-000306,ACC-CR-00231,CUS-00270,primary,VISA,400012,400012******1206,1206,07/29,active,2009-01-21,,
CRD-000307,ACC-CR-00232,CUS-00271,primary,VISA,400012,400012******7651,7651,04/29,active,2020-01-24,,
CRD-000308,ACC-CR-00232,CUS-00272,authorized_user,VISA,400012,400012******7088,7088,07/27,active,2020-10-03,,
CRD-000309,ACC-CR-00233,CUS-00273,primary,VISA,400012,400012******1565,1565,09/29,active,2012-01-13,,
CRD-000310,ACC-CR-00234,CUS-00274,primary,VISA,400012,400012******6436,6436,07/30,active,2014-06-12,,
CRD-000311,ACC-CR-00235,CUS-00275,primary,VISA,400012,400012******9041,9041,10/30,active,2026-06-09,,
CRD-000312,ACC-DDA-00055,CUS-00275,primary,VISA,400034,400034******6876,6876,06/27,active,2026-06-09,,
CRD-000313,ACC-DDA-00056,CUS-00276,primary,VISA,400034,400034******9028,9028,07/28,active,2025-05-20,,
CRD-000314,ACC-CR-00236,CUS-00277,primary,VISA,400012,400012******4091,4091,09/28,active,2013-07-04,,
CRD-000315,ACC-CR-00237,CUS-00278,primary,VISA,400012,400012******9851,9851,07/29,active,2011-01-14,,
CRD-000316,ACC-DDA-00057,CUS-00278,primary,VISA,400034,400034******1169,1169,09/28,active,2011-01-14,,
CRD-000317,ACC-CR-00238,CUS-00279,primary,VISA,400012,400012******4568,4568,11/27,active,2021-10-07,,
CRD-000318,ACC-CR-00239,CUS-00280,primary,VISA,400012,400012******9180,9180,08/27,active,2026-06-23,,
CRD-000319,ACC-CR-00240,CUS-00281,primary,VISA,400012,400012******7742,7742,11/30,active,2021-10-06,,
CRD-000320,ACC-DDA-00058,CUS-00281,primary,VISA,400034,400034******9373,9373,04/27,active,2021-10-06,,
CRD-000321,ACC-CR-00241,CUS-00282,primary,VISA,400012,400012******7251,7251,08/30,active,2015-03-07,,
CRD-000322,ACC-CR-00242,CUS-00283,primary,VISA,400012,400012******4693,4693,10/28,active,2025-04-07,,
CRD-000323,ACC-CR-00243,CUS-00284,primary,VISA,400012,400012******0879,0879,03/28,active,2013-04-01,,
CRD-000324,ACC-CR-00244,CUS-00285,primary,VISA,400012,400012******4643,4643,07/27,active,2018-04-18,,
CRD-000325,ACC-DDA-00059,CUS-00285,primary,VISA,400034,400034******0387,0387,04/30,active,2018-04-18,,
CRD-000326,ACC-CR-00245,CUS-00286,primary,VISA,400012,400012******2517,2517,09/28,active,2021-07-23,,
CRD-000327,ACC-CR-00246,CUS-00287,primary,VISA,400012,400012******7741,7741,05/29,active,2019-07-02,,
CRD-000328,ACC-CR-00247,CUS-00288,primary,VISA,400012,400012******7341,7341,09/30,active,2025-02-03,,
CRD-000329,ACC-CR-00247,CUS-00289,authorized_user,VISA,400012,400012******6040,6040,10/30,active,2025-02-03,,
CRD-000330,ACC-CR-00248,CUS-00290,primary,VISA,400012,400012******9860,9860,09/27,active,2016-01-08,,
CRD-000331,ACC-CR-00249,CUS-00291,primary,VISA,400012,400012******3921,3921,07/28,active,2013-05-11,,
CRD-000332,ACC-DDA-00060,CUS-00291,primary,VISA,400034,400034******6859,6859,08/28,active,2013-05-11,,
CRD-000333,ACC-CR-00250,CUS-00292,primary,VISA,400012,400012******7772,7772,07/30,active,2017-10-22,,
CRD-000334,ACC-CR-00251,CUS-00293,primary,VISA,400012,400012******4604,4604,06/30,active,2012-01-21,,
CRD-000335,ACC-CR-00252,CUS-00294,primary,VISA,400012,400012******5146,5146,01/27,active,2018-08-26,,
CRD-000336,ACC-CR-00253,CUS-00295,primary,VISA,400012,400012******0188,0188,11/29,active,2011-02-01,,
CRD-000337,ACC-CR-00254,CUS-00296,primary,VISA,400012,400012******5176,5176,02/30,active,2025-08-05,,
CRD-000338,ACC-CR-00254,CUS-00297,authorized_user,VISA,400012,400012******9369,9369,10/29,active,2025-08-05,,
CRD-000339,ACC-CR-00255,CUS-00298,primary,VISA,400012,400012******8716,8716,12/28,active,2024-04-20,,
CRD-000340,ACC-CR-00256,CUS-00299,primary,VISA,400012,400012******5722,5722,10/29,active,2019-12-07,,
CRD-000341,ACC-DDA-00061,CUS-00299,primary,VISA,400034,400034******0943,0943,06/27,active,2019-12-07,,
CRD-000342,ACC-CR-00257,CUS-00300,primary,VISA,400012,400012******5790,5790,02/30,active,2009-05-23,,
CRD-000343,ACC-DDA-00062,CUS-00300,primary,VISA,400034,400034******3800,3800,12/30,active,2009-05-23,,
CRD-000344,ACC-CR-00258,CUS-00301,primary,VISA,400012,400012******6359,6359,04/27,active,2013-01-03,,
CRD-000345,ACC-CR-00259,CUS-00302,primary,VISA,400012,400012******8324,8324,11/30,active,2015-04-01,,
CRD-000346,ACC-CR-00260,CUS-00303,primary,VISA,400012,400012******5353,5353,06/28,active,2015-06-23,,
CRD-000347,ACC-DDA-00063,CUS-00303,primary,VISA,400034,400034******8202,8202,02/29,active,2015-06-23,,
CRD-000348,ACC-CR-00261,CUS-00304,primary,VISA,400012,400012******8913,8913,09/29,active,2024-06-17,,
CRD-000349,ACC-CR-00261,CUS-00305,authorized_user,VISA,400012,400012******8530,8530,05/28,active,2026-02-27,,
CRD-000350,ACC-CR-00262,CUS-00306,primary,VISA,400012,400012******2472,2472,07/30,active,2013-04-25,,
CRD-000351,ACC-DDA-00064,CUS-00306,primary,VISA,400034,400034******9845,9845,03/29,active,2013-04-25,,
CRD-000352,ACC-CR-00263,CUS-00307,primary,VISA,400012,400012******3320,3320,03/27,active,2008-08-17,,
CRD-000353,ACC-CR-00264,CUS-00308,primary,VISA,400012,400012******7370,7370,03/27,active,2010-11-18,,
CRD-000354,ACC-CR-00265,CUS-00309,primary,VISA,400012,400012******2872,2872,01/29,active,2009-08-25,,
CRD-000355,ACC-DDA-00065,CUS-00309,primary,VISA,400034,400034******5900,5900,10/30,active,2009-08-25,,
CRD-000356,ACC-CR-00266,CUS-00310,primary,VISA,400012,400012******0442,0442,09/27,active,2013-08-23,,
CRD-000357,ACC-CR-00267,CUS-00311,primary,VISA,400012,400012******3862,3862,10/30,active,2024-01-11,,
CRD-000358,ACC-CR-00268,CUS-00312,primary,VISA,400012,400012******2161,2161,07/29,active,2024-02-21,,
CRD-000359,ACC-DDA-00066,CUS-00313,primary,VISA,400034,400034******4594,4594,07/28,active,2010-03-22,,
CRD-000360,ACC-CR-00269,CUS-00314,primary,VISA,400012,400012******9624,9624,12/29,active,2008-02-12,,
CRD-000361,ACC-CR-00270,CUS-00315,primary,VISA,400012,400012******4764,4764,04/27,active,2024-05-25,,
CRD-000362,ACC-DDA-00067,CUS-00316,primary,VISA,400034,400034******1444,1444,07/29,active,2024-12-11,,
CRD-000363,ACC-CR-00271,CUS-00317,primary,VISA,400012,400012******5652,5652,06/27,active,2018-10-16,,
CRD-000364,ACC-DDA-00068,CUS-00317,primary,VISA,400034,400034******7628,7628,09/29,active,2018-10-16,,
CRD-000365,ACC-DDA-00069,CUS-00318,primary,VISA,400034,400034******8908,8908,12/28,active,2021-07-01,,
CRD-000366,ACC-DDA-00070,CUS-00319,primary,VISA,400034,400034******6390,6390,07/27,active,2022-12-06,,
CRD-000367,ACC-CR-00272,CUS-00320,primary,VISA,400012,400012******9115,9115,11/29,active,2018-04-23,,
CRD-000368,ACC-CR-00273,CUS-00321,primary,VISA,400012,400012******8264,8264,12/27,active,2024-10-22,,
CRD-000369,ACC-DDA-00071,CUS-00322,primary,VISA,400034,400034******6634,6634,03/27,active,2015-05-26,,
CRD-000370,ACC-CR-00274,CUS-00323,primary,VISA,400012,400012******2626,2626,07/30,active,2023-08-24,,
CRD-000371,ACC-DDA-00072,CUS-00323,primary,VISA,400034,400034******8983,8983,11/29,active,2023-08-24,,
CRD-000372,ACC-CR-00275,CUS-00324,primary,VISA,400012,400012******9423,9423,01/28,active,2010-11-22,,
CRD-000373,ACC-CR-00276,CUS-00325,primary,VISA,400012,400012******2150,2150,09/27,active,2013-03-13,,
CRD-000374,ACC-CR-00277,CUS-00326,primary,VISA,400012,400012******2904,2904,03/29,active,2011-11-09,,
CRD-000375,ACC-CR-00278,CUS-00327,primary,VISA,400012,400012******3319,3319,01/27,active,2014-12-07,,
CRD-000376,ACC-CR-00279,CUS-00328,primary,VISA,400012,400012******6213,6213,04/30,active,2011-11-09,,
CRD-000377,ACC-CR-00280,CUS-00329,primary,VISA,400012,400012******6007,6007,04/30,active,2023-07-08,,
CRD-000378,ACC-CR-00281,CUS-00330,primary,VISA,400012,400012******9452,9452,07/27,active,2019-06-24,,
CRD-000379,ACC-CR-00282,CUS-00331,primary,VISA,400012,400012******7078,7078,04/29,active,2019-08-09,,
CRD-000380,ACC-CR-00283,CUS-00332,primary,VISA,400012,400012******3824,3824,05/30,active,2023-07-10,,
CRD-000381,ACC-CR-00284,CUS-00333,primary,VISA,400012,400012******7853,7853,09/29,active,2015-06-01,,
CRD-000382,ACC-CR-00285,CUS-00334,primary,VISA,400012,400012******7648,7648,11/28,active,2024-12-08,,
CRD-000383,ACC-DDA-00073,CUS-00335,primary,VISA,400034,400034******5341,5341,04/28,active,2017-09-16,,
CRD-000384,ACC-CR-00286,CUS-00336,primary,VISA,400012,400012******0615,0615,04/27,active,2022-05-27,,
CRD-000385,ACC-CR-00287,CUS-00337,primary,VISA,400012,400012******0114,0114,01/28,active,2009-04-24,,
CRD-000386,ACC-CR-00288,CUS-00338,primary,VISA,400012,400012******1347,1347,01/29,active,2012-07-07,,
CRD-000387,ACC-DDA-00074,CUS-00338,primary,VISA,400034,400034******4403,4403,05/28,active,2012-07-07,,
CRD-000388,ACC-CR-00289,CUS-00339,primary,VISA,400012,400012******4993,4993,06/28,active,2014-10-03,,
CRD-000389,ACC-DDA-00075,CUS-00340,primary,VISA,400034,400034******6124,6124,09/28,active,2024-02-17,,
CRD-000390,ACC-CR-00290,CUS-00341,primary,VISA,400012,400012******4803,4803,12/29,active,2018-09-26,,
CRD-000391,ACC-CR-00291,CUS-00342,primary,VISA,400012,400012******2713,2713,11/28,active,2014-04-04,,
CRD-000392,ACC-CR-00292,CUS-00343,primary,VISA,400012,400012******5909,5909,02/28,active,2025-07-18,,
CRD-000393,ACC-CR-00293,CUS-00344,primary,VISA,400012,400012******3532,3532,10/30,active,2021-10-22,,
CRD-000394,ACC-CR-00294,CUS-00345,primary,VISA,400012,400012******9419,9419,03/29,active,2026-06-11,,
CRD-000395,ACC-DDA-00076,CUS-00345,primary,VISA,400034,400034******0164,0164,04/30,active,2026-06-11,,
CRD-000396,ACC-CR-00295,CUS-00346,primary,VISA,400012,400012******5935,5935,07/28,active,2013-03-02,,
CRD-000397,ACC-CR-00296,CUS-00347,primary,VISA,400012,400012******6939,6939,02/29,active,2025-12-23,,
CRD-000398,ACC-DDA-00077,CUS-00347,primary,VISA,400034,400034******3021,3021,11/29,active,2025-12-23,,
CRD-000399,ACC-CR-00297,CUS-00348,primary,VISA,400012,400012******4447,4447,07/28,active,2011-01-01,,
CRD-000400,ACC-CR-00298,CUS-00349,primary,VISA,400012,400012******5051,5051,02/29,active,2012-07-07,,
CRD-000401,ACC-DDA-00078,CUS-00349,primary,VISA,400034,400034******1139,1139,09/30,active,2012-07-07,,
CRD-000402,ACC-CR-00299,CUS-00350,primary,VISA,400012,400012******6496,6496,04/29,active,2024-05-25,,
CRD-000403,ACC-DDA-00079,CUS-00350,primary,VISA,400034,400034******6492,6492,03/27,active,2024-05-25,,
CRD-000404,ACC-CR-00300,CUS-00351,primary,VISA,400012,400012******5750,5750,10/30,active,2022-12-06,,
CRD-000405,ACC-CR-00300,CUS-00352,authorized_user,VISA,400012,400012******0110,0110,07/30,active,2024-04-26,,
CRD-000406,ACC-CR-00301,CUS-00353,primary,VISA,400012,400012******4808,4808,03/27,active,2011-09-28,,
CRD-000407,ACC-CR-00302,CUS-00354,primary,VISA,400012,400012******2059,2059,07/28,active,2022-07-12,,
CRD-000408,ACC-CR-00302,CUS-00355,authorized_user,VISA,400012,400012******6829,6829,07/29,active,2024-08-27,,
CRD-000409,ACC-CR-00303,CUS-00356,primary,VISA,400012,400012******8191,8191,04/28,active,2011-10-06,,
CRD-000410,ACC-CR-00304,CUS-00357,primary,VISA,400012,400012******0847,0847,06/30,active,2024-02-13,,
CRD-90001,ACC-CR-90001,CUS-90001,primary,VISA,400012,400012******5072,5072,06/29,active,2019-03-11,,
CRD-90002,ACC-CR-90002,CUS-90002,primary,VISA,400012,400012******5015,5015,09/30,active,2016-05-02,,
CRD-90003,ACC-CR-90003,CUS-90003,primary,VISA,400012,400012******4519,4519,08/28,active,2014-08-19,,
CRD-90004,ACC-CR-90004,CUS-90004,primary,VISA,400012,400012******8980,8980,04/29,active,2012-02-10,,
CRD-90005,ACC-CR-90005,CUS-90005,primary,VISA,400012,400012******6926,6926,11/29,active,2015-10-01,,
CRD-90006,ACC-CR-90006,CUS-90006,primary,VISA,400012,400012******0206,0206,06/29,active,2020-02-14,,
CRD-90007,ACC-CR-90007,CUS-90007,primary,VISA,400012,400012******4717,4717,09/28,active,2011-06-30,,
CRD-90008,ACC-DDA-90008,CUS-90008,primary,VISA,400034,400034******7265,7265,07/27,active,2026-09-24,,
CRD-90009,ACC-CR-90009,CUS-90009,primary,VISA,400012,400012******7922,7922,02/30,active,2021-04-07,,
CRD-90010,ACC-CR-90010,CUS-90010,primary,VISA,400012,400012******3309,3309,07/28,active,2013-09-01,,
CRD-90011,ACC-CR-90010,CUS-90011,authorized_user,VISA,400012,400012******0217,0217,03/28,active,2016-02-01,,
CRD-90012,ACC-CR-90012,CUS-90012,primary,VISA,400012,400012******9316,9316,10/27,active,2017-05-22,,
CRD-90013,ACC-CR-90013,CUS-90013,primary,VISA,400012,400012******9149,9149,05/27,active,2026-03-10,,
CRD-90014,ACC-CR-90014,CUS-90014,primary,VISA,400012,400012******1538,1538,08/27,active,2026-04-02,,
CRD-90015,ACC-CR-90015,CUS-90015,primary,VISA,400012,400012******9170,9170,05/28,active,2026-04-20,,
CRD-90016,ACC-CR-90016,CUS-90016,primary,VISA,400012,400012******2282,2282,12/28,active,2026-05-11,,
CRD-90017,ACC-CR-90017,CUS-90017,primary,VISA,400012,400012******7443,7443,04/30,active,2014-07-15,,
CRD-90018,ACC-CR-90018,CUS-90018,primary,VISA,400012,400012******7043,7043,06/29,active,2018-01-08,,
CRD-90019,ACC-CR-90019,CUS-90019,primary,VISA,400012,400012******7106,7106,05/30,active,2010-03-03,,
CRD-90020,ACC-CR-90020,CUS-90020,primary,VISA,400012,400012******7254,7254,10/30,active,2018-09-09,,
CRD-90021,ACC-CR-90021,CUS-90021,primary,VISA,400012,400012******4774,4774,02/30,active,2019-12-01,,
CRD-90022,ACC-CR-90022,CUS-90022,primary,VISA,400012,400012******9503,9503,12/30,active,2009-05-05,,
CRD-90023,ACC-DDA-90023,CUS-90023,primary,VISA,400034,400034******9589,9589,12/27,active,2017-04-04,,
CRD-90024,ACC-CR-90024,CUS-90024,primary,VISA,400012,400012******1271,1271,12/29,active,2016-11-11,,
